,event_id,account_id,reg_date,cc_date_added,collector_tstamp,domain_userid,domain_sessionidx,domain_sessionid,event_name,geo_country,geo_region_name,geo_city,page_url,page_referrer,mkt_medium,mkt_source,se_category,se_action,br_name,os_name,os_timezone,dvce_ismobile
16,4f321c0c-3aa9-4409-9728-67387b5cdd50,,,,2015-11-30 15:59:06,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_view,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
17,cd9caa09-aafa-48c7-ae95-3487fd691912,,,,2015-11-30 16:02:35,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
18,b4039b94-4648-4ba5-aa6d-35d08db9b17f,,,,2015-11-29 01:51:48,6aed7c315636463d,1.0,90c43f3f-89bc-418e-b7f3-21b9a95a312e,page_view,US,California,Santa Rosa,http://www.company_x.com/features/orders,,,,,,Chrome 21,Windows 7,America/Los_Angeles,False
19,6a6b40e2-a6a9-4a9c-b83c-e5e1dce8911e,,,,2015-11-30 16:20:36,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
20,e0d5e4ee-002c-40c2-a9cc-e7f829beb2cb,,,,2015-11-25 06:05:03,ead318640d035f36,1.0,5cd39db2-ee73-4fef-a944-2be701ce02a4,page_view,US,California,Mountain View,http://www.company_x.com/features/inventory?_ga=1.134995187.343121984.1444880900,http://support.company_x.com/customer/en/portal/articles/1373048-shopify---overview,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
21,27a05dbc-5f49-4c92-b45e-41e48615f640,,,,2015-11-25 09:11:42,ead318640d035f36,2.0,fa0a5415-43bb-40ca-90eb-f916a8bca10b,page_ping,US,California,Mountain View,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
22,7b808fc6-5c68-45e0-90f4-f562bda8c11d,,,,2015-11-27 05:26:36,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,page_view,CA,Ontario,Oakville,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
23,6cea0836-4364-4f99-85c6-ef12a6124c10,,,,2015-11-27 05:26:59,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,page_view,CA,Ontario,Oakville,http://www.company_x.com/features/inventory,http://www.company_x.com/features/inventory,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
24,d4a20264-25c8-4d9e-96fd-9bb29a83a928,,,,2015-11-27 05:27:09,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,link_click,CA,Ontario,Oakville,http://www.company_x.com/features/inventory,http://www.company_x.com/features/inventory,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
25,bf98bd37-2de7-4af3-b980-40a95fca5798,,,,2015-11-27 05:27:51,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,link_click,CA,Ontario,Oakville,http://www.company_x.com/features/orders,http://www.company_x.com/features/multichannel,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
26,e81b80dd-d1dd-4ab6-8bbd-9abd14368466,,,,2015-11-27 05:27:53,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,page_view,CA,Ontario,Oakville,http://www.company_x.com/features/operations,http://www.company_x.com/features/orders,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
27,68e39a5c-d9af-492e-b918-5e5e42afdf23,,,,2015-11-25 06:05:11,ead318640d035f36,1.0,5cd39db2-ee73-4fef-a944-2be701ce02a4,page_view,US,California,Mountain View,http://www.company_x.com/features/orders?_ga=1.134995187.343121984.1444880900,http://support.company_x.com/customer/en/portal/articles/1373048-shopify---overview,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
28,b5344d24-90ec-43f8-b33f-903457b3d528,,,,2015-11-25 01:36:36,a58995f0dfd3ffce,1.0,9aed0131-2feb-465e-93a5-49bf02a5955e,page_view,US,Virginia,Ashburn,http://preview.hs-sites.com/_hcms/preview/content/3625801533?portalId=428087&preview_key=TcvCoUVG,,,,,,Chrome 46,Linux,America/New_York,False
29,e0c8f2e7-cdd1-44a3-bb2f-d6de7cafc041,,,,2015-11-26 22:20:59,cb2a440b13b84b26,1.0,79e8bdee-54d5-4cba-8bba-0c94a8e29c9f,page_view,US,Texas,Houston,http://www.company_x.com/inventory-management-software,http://www.company_x.com/amazon-inventory-management?gclid=CP69meSPr8kCFQdsfgodNaAGzw,,,,,Safari,Mac OS X,America/Chicago,False
30,9d5fa7a9-5aeb-4a60-979a-a96137668f1b,,,,2015-11-27 11:07:17,28554e3b82ecb6ff,1.0,db496f06-eaa0-42b7-aeaf-c5d8bb4c34e8,page_view,GB,,,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,Europe/London,False
31,cbbd1e98-7ee6-4777-9e75-bd5ebb9f0092,,,,2015-11-27 11:07:23,28554e3b82ecb6ff,1.0,db496f06-eaa0-42b7-aeaf-c5d8bb4c34e8,link_click,GB,,,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,Europe/London,False
32,e2baee9c-6497-4706-94f4-535668e5762b,,,,2015-11-30 16:07:35,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
33,c6976fd9-1c9a-448c-bc32-0489532d77e4,,,,2015-11-30 16:04:05,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
34,77820088-5035-400e-8c2e-77bfe7cee0d8,,,,2015-11-30 15:59:35,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
35,f486f7ea-8308-4624-9b57-a83f04da1063,,,,2015-11-30 16:03:35,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
36,76ed9df5-4e76-4980-bf8e-cf1a8064791f,,,,2015-11-26 09:30:12,c200e82a107453d8,1.0,8e2de77b-a58f-4619-913a-182273dd1393,link_click,IN,Maharashtra,Pune,http://www.company_x.com/inventory-management-software?_ga=1.109427461.1256305068.1448529405,http://support.company_x.com/customer/portal/articles/1519589-amazon---fba-stock-control,,,,,Chrome 46,Windows 10,Asia/Kolkata,False
37,2b660c5f-c9e9-47c5-b297-738098ea5040,,,,2015-11-29 19:33:29,9929e6baa7827a0c,1.0,f500e172-fb8b-4bde-8b5a-b46bfdfcc9f6,page_ping,US,Maryland,Nottingham,http://www.company_x.com/features/inventory,http://www.company_x.com/square-inventory-management,,,,,Chrome Mobile,iOS 9 (iPad),America/New_York,False
38,376aa5dd-0725-4b25-8478-b6a8e7aa577d,,,,2015-11-29 19:32:55,9929e6baa7827a0c,1.0,f500e172-fb8b-4bde-8b5a-b46bfdfcc9f6,page_view,US,Maryland,Nottingham,http://www.company_x.com/features/inventory,http://www.company_x.com/square-inventory-management,,,,,Chrome Mobile,iOS 9 (iPad),America/New_York,False
39,105dbb23-c6e5-4ec1-9f78-c1ed7335e62c,,,,2015-11-29 19:28:51,9929e6baa7827a0c,1.0,f500e172-fb8b-4bde-8b5a-b46bfdfcc9f6,page_ping,US,Maryland,Nottingham,http://www.company_x.com/features/multichannel,http://www.company_x.com/inventory-management-software,,,,,Chrome Mobile,iOS 9 (iPad),America/New_York,False
40,ecd3b04f-3e94-4cb2-875c-66ffad53d6dc,405860.0,2016-01-24 10:55:53,,2015-11-25 12:36:11,b6893175a258ac8c,1.0,0e843165-e55f-4da4-a608-2d566f60bdf4,link_click,LK,Western,Colombo,http://www.company_x.com/inventory-management-software,,,,,,Chrome 46,Windows 10,Asia/Kolkata,False
41,ed77e41e-59d9-4323-ba48-25c8d5edfd62,404001.0,2016-01-22 04:36:50,,2015-11-30 18:32:29,c5853b560d02ab07,1.0,cbe4ac86-ee51-4969-ae70-84c1c32ac402,page_view,US,Pennsylvania,Horsham,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Safari,Mac OS X,America/New_York,False
42,2d59d566-3c48-4143-a8bb-c6de9703825d,404001.0,2016-01-22 04:36:50,,2015-11-30 18:32:58,c5853b560d02ab07,1.0,cbe4ac86-ee51-4969-ae70-84c1c32ac402,page_view,US,Pennsylvania,Horsham,http://www.company_x.com/features/inventory,http://www.company_x.com/,,,,,Safari,Mac OS X,America/New_York,False
43,159b1e19-18ac-4c11-932b-b17164714aea,404001.0,2016-01-22 04:36:50,,2015-11-30 18:33:27,c5853b560d02ab07,1.0,cbe4ac86-ee51-4969-ae70-84c1c32ac402,link_click,US,Pennsylvania,Horsham,http://www.company_x.com/features/inventory,http://www.company_x.com/,,,,,Safari,Mac OS X,America/New_York,False
44,227bb152-9e92-4281-af9f-fc69434a9ef2,,,,2015-11-25 09:11:11,ead318640d035f36,2.0,fa0a5415-43bb-40ca-90eb-f916a8bca10b,page_view,US,California,Mountain View,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
45,15f76beb-18b6-4d32-8a70-a3f93ef8297c,,,,2015-11-25 09:14:36,ead318640d035f36,2.0,fa0a5415-43bb-40ca-90eb-f916a8bca10b,page_view,US,California,Mountain View,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
46,57d01ac8-342c-4827-98a9-42c41c2260c9,,,,2015-11-25 10:12:15,2337cca340ef7ef1,1.0,2c35fd1d-3e00-41c4-988a-d50800982f5c,page_view,FR,Nord-Pas-de-Calais,Roubaix,http://www.company_x.com/features/inventory,http://www.company_x.com/pricing-feature-detail,,,,,Chrome 46,Mac OS X,Asia/Tehran,False
47,d388c98e-13e5-4411-8708-0aa8e765f9f6,,,,2015-11-25 06:00:33,ead318640d035f36,1.0,5cd39db2-ee73-4fef-a944-2be701ce02a4,page_view,US,California,Mountain View,http://www.company_x.com/features/inventory,http://www.company_x.com/?_ga=1.133888012.343121984.1444880900,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
48,c151502b-391f-44ad-b7d2-f235c909a9ad,,,,2015-11-25 02:29:49,d027138361f22fd9,1.0,447f7144-98ce-4dcb-ae54-2ee3b7c690d9,page_ping,AU,,,http://www.company_x.com/features/multichannel,http://www.company_x.com/,,,,,Chrome,Windows Vista,Australia/Brisbane,False
49,a2ef491d-dda6-4d25-a8e9-7f2e6457eb1a,,,,2015-11-25 02:28:56,d027138361f22fd9,1.0,447f7144-98ce-4dcb-ae54-2ee3b7c690d9,page_view,AU,,,http://www.company_x.com/features/multichannel,http://www.company_x.com/,,,,,Chrome,Windows Vista,Australia/Brisbane,False
50,1e437a83-39b7-49e8-8cb9-92aa419bf8bd,,,,2015-11-26 14:21:34,b47c5ea40db4bebd,1.0,b2371504-f21c-4315-9b1d-331d4a60f79f,page_ping,US,Texas,Keller,http://www.company_x.com/features/orders,http://www.company_x.com/pricing,,,,,Chrome 46,Windows 10,America/Chicago,False
51,110fde3c-1bd3-4e13-9e2c-146050b56358,,,,2015-11-26 14:21:51,b47c5ea40db4bebd,1.0,b2371504-f21c-4315-9b1d-331d4a60f79f,page_view,US,Texas,Keller,http://www.company_x.com/features/operations,http://www.company_x.com/features/orders,,,,,Chrome 46,Windows 10,America/Chicago,False
52,a75fd069-e06d-4046-bd59-eb81baa67d3f,,,,2015-11-24 23:13:41,fc16f74ce34ccb79,1.0,9b34f249-c7df-4131-9ef5-80404f11124e,page_view,US,California,South San Francisco,http://www.company_x.com/features/reporting,http://www.company_x.com/inventory-management-software,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
53,a20d651f-fa8c-425b-8606-83b33df591bc,,,,2015-11-24 23:38:20,fc16f74ce34ccb79,1.0,9b34f249-c7df-4131-9ef5-80404f11124e,page_ping,US,California,South San Francisco,http://www.company_x.com/inventory-management-software,http://www.company_x.com/features/operations,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
54,27f4da56-05a3-4412-838b-5437a7e0046f,,,,2015-11-24 23:19:02,fc16f74ce34ccb79,1.0,9b34f249-c7df-4131-9ef5-80404f11124e,page_view,US,California,South San Francisco,http://www.company_x.com/inventory-management-software,http://www.company_x.com/features/reporting,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
55,cfc863dc-924f-40c3-b86b-a368de944043,,,,2015-11-24 23:22:10,fc16f74ce34ccb79,1.0,9b34f249-c7df-4131-9ef5-80404f11124e,page_ping,US,California,South San Francisco,http://www.company_x.com/features/operations,http://www.company_x.com/inventory-management-software,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
56,88e7271a-c3d5-4d03-82a4-54352ef41a6f,,,,2015-11-29 19:27:07,9929e6baa7827a0c,1.0,f500e172-fb8b-4bde-8b5a-b46bfdfcc9f6,link_click,US,Maryland,Nottingham,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome Mobile,iOS 9 (iPad),America/New_York,False
57,88e7271a-c3d5-4d03-82a4-54352ef41a6f,,,,2015-11-29 19:27:11,9929e6baa7827a0c,1.0,f500e172-fb8b-4bde-8b5a-b46bfdfcc9f6,link_click,US,Maryland,Nottingham,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome Mobile,iOS 9 (iPad),America/New_York,False
58,68007df0-2f98-4522-887d-694feca149f9,,,,2015-11-30 18:50:40,d226dbf9a8e61e23,1.0,0f660217-3150-4ced-8c48-c9295c5bcb0a,page_ping,GB,London,London,http://www.company_x.com/features/multichannel,http://www.company_x.com/,,,,,Chrome 45,Windows 7,Europe/London,False
59,dfbe2039-c250-4471-9819-0043bef11f3b,,,,2015-11-30 18:47:40,d226dbf9a8e61e23,1.0,0f660217-3150-4ced-8c48-c9295c5bcb0a,page_view,GB,London,London,http://www.company_x.com/features/multichannel,http://www.company_x.com/,,,,,Chrome 45,Windows 7,Europe/London,False
60,08cc6196-a678-47ba-bbc6-491124eafb64,,,,2015-11-25 17:47:13,d559416709f69b0a,1.0,7cf41f8a-ac75-42bd-95a4-27b664741671,page_view,US,Pennsylvania,Reading,http://www.company_x.com/features/inventory,http://www.company_x.com/?sb=0&utm_expid=43520133-0&rc=ZelmaRose,,,,,Safari 8,Mac OS X,America/New_York,False
61,8321b470-05f1-4a2b-8e78-209a85f95e5f,,,,2015-11-25 17:47:45,d559416709f69b0a,1.0,7cf41f8a-ac75-42bd-95a4-27b664741671,page_ping,US,Pennsylvania,Reading,http://www.company_x.com/features/inventory,http://www.company_x.com/?sb=0&utm_expid=43520133-0&rc=ZelmaRose,,,,,Safari 8,Mac OS X,America/New_York,False
62,8757eaa1-c750-42c9-a411-efbda659b538,,,,2015-11-26 05:26:45,4f860ab248a78a02,1.0,8c87c60c-bd54-4975-a2df-552ba6dc5cbf,page_view,IN,Maharashtra,Poona,http://www.company_x.com/features/orders,http://www.google.co.in/search?site=webhp&source=hp&ei=NJVWVqtXi665BISwnLgF&q=how+to+get+online+stitching+orders&oq=how+to+get+online+stitching+or&gs_l=mobile-gws-hp.1.0.33i21l2.262.52694.0.54072.34.30.3.4.4.0.1952.21628.0j1j1j0j4j7j3j6j3.25.0....0...1c.1.64.mobile-gws-hp..11.23.14924.EXEtriu-p1I,,,,,Mobile Safari,Android 4.x,Asia/Kolkata,True
63,a45999d5-1fc1-4ee3-81f8-8fa854a14618,,,,2015-11-30 16:22:35,8b5183839d9ff188,1.0,4002d945-8dd4-47a8-b0be-0047674e8279,page_ping,SA,,,http://www.company_x.com/inventory-management-software,https://www.google.com.sa/,,,,,Chrome 46,Windows 8.1,Asia/Baghdad,False
64,df1e91b5-2519-4630-8f3c-ff28145396b8,,,,2015-11-30 21:36:02,40ccbd899d8f700e,1.0,a583f44b-0b77-4967-a8f8-1c9081888c36,page_view,US,Georgia,Atlanta,http://www.company_x.com/features/inventory,http://www.company_x.com/etsy-inventory-tracking?rc=etsyapp2&utm_source=etsy.com&utm_medium=appstore,,,,,Firefox 4,Mac OS X,America/New_York,False
65,24d425a0-75f6-4ff2-bcf8-35c8f34443df,,,,2015-11-25 03:58:25,2da6f9065238b487,1.0,8e590cca-c9e1-4678-951d-e773cf0e5a8e,page_view,US,Minnesota,Minneapolis,http://www.company_x.com/features/orders,http://www.company_x.com/features/inventory,,,,,Chrome 46,Mac OS X,America/Chicago,False
66,51dbc77b-c5b5-49e4-9c37-f4ef22ce6401,,,,2015-11-25 03:57:32,2da6f9065238b487,1.0,8e590cca-c9e1-4678-951d-e773cf0e5a8e,page_ping,US,Minnesota,Minneapolis,http://www.company_x.com/features/inventory,http://www.company_x.com/,,,,,Chrome 46,Mac OS X,America/Chicago,False
67,dbb732cb-ed3b-4140-8488-0c8f8c3083ba,,,,2015-11-26 12:11:16,ac53fffb1ca5c647,1.0,bc97a52c-b7f6-4125-807c-c1e2d2aa2e37,page_view,BB,Christ Church,Hastings,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Windows 7,America/Santo_Domingo,False
68,9c8762c5-0ffc-4f40-91b7-65982390eece,,,,2015-11-26 14:10:42,ac53fffb1ca5c647,2.0,bd4f9465-69c4-42fd-9841-173246270dff,page_ping,BB,Saint Michael,Bridgetown,http://www.company_x.com/inventory-management-software,http://www.company_x.com/,,,,,Chrome 46,Windows 7,America/Santo_Domingo,False
69,01510ce2-dec4-46f1-b94d-512b3a0508b8,,,,2015-11-27 18:40:19,f1812f7f051f77d3,2.0,ff8dc660-5098-433a-84a2-447593d0a43f,page_ping,US,New York,Brooklyn,http://www.company_x.com/features/orders,https://www.google.com/,,,,,Chrome 46,Mac OS X,America/New_York,False
70,e658ee83-21c7-4ce6-8836-bc774b781291,,,,2015-11-28 23:04:39,ed66de21ede8b4c2,1.0,e7b44259-2efe-41c6-ba38-506713961a43,page_view,US,Texas,San Antonio,http://www.company_x.com/features/operations,http://www.company_x.com/features/orders,,,,,Chrome 46,Windows 10,America/Chicago,False
71,23cd7532-d53d-4953-98e6-ece16e40d06d,404894.0,2016-01-23 03:23:31,,2015-11-25 05:52:38,f78e3ba8d85272e6,1.0,2e6c9afc-c741-480a-919f-c662aa5be1a5,page_ping,IN,Jammu and Kashmir,Gold,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Chrome 46,Windows 7,Asia/Kolkata,False
72,f5ee5d66-cd16-47c0-b952-ab5bf6294f1d,404894.0,2016-01-23 03:23:31,,2015-11-25 05:41:34,f78e3ba8d85272e6,1.0,2e6c9afc-c741-480a-919f-c662aa5be1a5,page_ping,IN,Jammu and Kashmir,Gold,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Chrome 46,Windows 7,Asia/Kolkata,False
73,61744109-aac7-453a-ac8a-fbb74b9ea875,404894.0,2016-01-23 03:23:31,,2015-11-25 05:43:35,f78e3ba8d85272e6,1.0,2e6c9afc-c741-480a-919f-c662aa5be1a5,page_ping,IN,Jammu and Kashmir,Gold,http://www.company_x.com/features/orders,http://www.company_x.com/,,,,,Chrome 46,Windows 7,Asia/Kolkata,False
74,baff53fb-c827-4b65-b26f-073396cd7e83,,,,2015-11-25 05:23:03,1267f0d7cd185da4,1.0,c88fcee2-7420-4c3a-acf2-da63deec2c52,page_ping,PK,,,http://www.company_x.com/inventory-management-software,https://www.google.com.pk/,,,,,Chrome 46,Windows 7,America/Los_Angeles,False
75,a3d01e20-d0a2-47f6-9281-f162e0843720,,,,2015-11-27 05:26:43,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,page_view,CA,Ontario,Oakville,http://www.company_x.com/features/inventory,http://www.company_x.com/inventory-management-software,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
76,4429468b-e2f7-44e4-b751-640f1c89de25,,,,2015-11-29 00:18:06,f0cb6daa4c70630b,2.0,02bed9ba-3bec-4798-92e1-2a55813e86e8,page_ping,CA,Ontario,Mississauga,http://www.company_x.com/features/orders,http://www.company_x.com/tour-integrations,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
77,11265ac3-f284-47ed-8dcc-ed93304b0f0b,,,,2015-11-27 05:27:29,f0cb6daa4c70630b,1.0,90232250-8329-4219-a0a0-6011b1481c85,page_view,CA,Ontario,Oakville,http://www.company_x.com/features/orders,http://www.company_x.com/features/multichannel,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
78,e305ea4c-321d-457b-9f85-acaf0117b90f,,,,2015-11-29 00:19:06,f0cb6daa4c70630b,2.0,02bed9ba-3bec-4798-92e1-2a55813e86e8,page_ping,CA,Ontario,Mississauga,http://www.company_x.com/features/orders,http://www.company_x.com/tour-integrations,,,,,Chrome 46,Mac OS X,America/Los_Angeles,False
79,4308e776-eb7d-469c-b4b4-de54c466c9fc,,,,2015-11-26 14:21:04,b47c5ea40db4bebd,1.0,b2371504-f21c-4315-9b1d-331d4a60f79f,page_view,US,Texas,Keller,http://www.company_x.com/features/orders,http://www.company_x.com/pricing,,,,,Chrome 46,Windows 10,America/Chicago,False
